q_id,corr_opt,diff_lev,top_id,chap_id
44284,['1'],14,3963,324
44285,['2'],14,3964,324
44286,['1'],11,3964,324
44287,['2'],14,3964,324
44288,['1'],12,3964,324
44289,['1'],2,3962,324
44290,['1'],9,3964,324
44291,['1'],15,3962,324
44292,['4'],2,3963,324
44293,['3'],2,3803,306
44296,['1'],2,3803,306
44303,['1'],2,3775,311
44304,['2'],14,3771,313
44309,['2'],14,3771,313
44311,['1'],2,3771,313
44313,['1'],2,3771,313
44315,['2'],5,3771,313
44317,['3'],14,3771,313
44318,['1'],1,3561,309
44319,['3'],14,3771,313
44320,['4'],14,3556,309
44322,['3'],14,3771,313
44324,['2'],14,3770,313
44326,"['1', '2']",14,3557,309
44327,['3'],2,3583,317
44330,['3'],2,3789,300
44331,['4'],5,3789,300
44338,['1'],2,3789,300
44340,['1'],12,3789,300
44351,['4'],14,3789,300
44358,['3'],14,3787,301
44361,['2'],12,3789,300
44362,['2'],14,3964,324
44363,['2'],2,3789,300
44366,['3'],14,3964,324
44367,['1'],10,3964,324
44368,['3'],14,3581,315
44369,['1'],27,3964,324
44370,['4'],2,3581,315
44371,['2'],23,3581,315
44372,['2'],14,3964,324
44373,['4'],27,3581,315
44376,['1'],15,3592,318
44377,['3'],14,3581,315
44378,['4'],1,4582,310
44379,"['1', '3']",15,3771,313
44380,['2'],15,3964,324
44382,['2'],14,3581,315
44383,['3'],24,3962,324
44385,['1'],1,3964,324
44386,['3'],10,3964,324
44387,['2'],14,3580,315
44388,['1'],2,3803,306
44391,['2'],1,3964,324
44393,['2'],14,3580,315
44394,['2'],17,3789,300
44395,['3'],15,3594,318
44399,['3'],2,3812,308
44400,['1'],14,3579,315
44402,['3'],15,3558,309
44404,['2'],14,3557,309
44405,['2'],14,3580,315
44408,['3'],26,3789,300
44409,['3'],18,3580,315
44410,['2'],1,3814,308
44414,['3'],14,3557,309
44415,['4'],14,3785,301
44416,['2'],11,3789,300
44418,['1'],2,3789,300
44419,['3'],2,3579,315
44420,"['1', '2']",7,3771,313
44421,['1'],14,3580,315
44425,['4'],11,3561,309
44427,['1'],11,3789,300
44428,['2'],2,3789,300
44432,['1'],2,3789,300
44435,"['2', '4']",15,3771,313
44436,['1'],5,3581,315
44437,"['1', '2']",27,3771,313
44439,['2'],23,3580,315
44440,['3'],3,3580,315
44441,['4'],11,3580,315
44442,['1'],1,3579,315
44444,['2'],3,3579,315
44448,['2'],2,3581,315
44449,['1'],14,3789,300
44451,['2'],18,3789,300
44453,['3'],26,3782,301
44454,['2'],26,3782,301
44456,['2'],2,3580,315
44458,['3'],2,3582,316
44460,"['1', '4']",14,3964,324
44462,['4'],23,3581,315
44463,"['1', '2']",14,3800,306
44464,['3'],23,3580,315
44465,['3'],14,3964,324
44467,['1'],10,3962,324
44468,['1'],2,3789,300
44469,['1'],1,3962,324
44470,['2'],11,3789,300
44471,['1'],18,3585,317
44472,['1'],12,3964,324
44473,['3'],2,3789,300
44474,['2'],14,3789,300
44475,['2'],14,3579,315
44477,['1'],15,3964,324
44479,['1'],26,3964,324
44481,['4'],14,3580,315
44482,['1'],10,3595,318
44486,['1'],18,3963,324
44487,['3'],14,3580,315
44488,['1'],26,3814,308
44492,['1'],14,3580,315
44497,['2'],3,3962,324
44504,"['1', '4']",1,3780,301
44505,"['1', '2']",26,3791,302
44506,['1'],14,3812,308
44507,['1'],24,3789,300
44508,['1'],14,3490,297
44510,"['1', '2']",3,3780,301
44511,['1'],14,3812,308
44514,['2'],14,3789,300
44515,['1'],2,3789,300
44516,['1'],2,3789,300
44517,['2'],18,3789,300
44520,['1'],14,3790,300
44521,['1'],2,3790,300
44524,['1'],15,3771,313
44526,['3'],12,3775,311
44529,['4'],14,3771,313
44535,['2'],14,3771,313
44538,['1'],15,3466,293
44544,['3'],2,3775,311
44546,['2'],2,3771,313
44548,"['1', '3']",26,3791,302
44549,['2'],14,3771,313
44550,['1'],12,3782,301
44551,['3'],12,3781,301
44553,['1'],2,3775,311
44554,['1'],12,3789,300
44557,['1'],14,3780,301
44559,['1'],2,3789,300
44560,['2'],2,3780,301
44563,['1'],2,3782,301
44565,['1'],2,3784,301
44572,['1'],18,3781,301
44574,['1'],12,3782,301
44575,['1'],12,3789,300
44577,['1'],2,3780,301
44580,['3'],12,3780,301
44582,['1'],24,4582,310
44584,['1'],2,3789,300
44585,['1'],2,3789,300
44586,['2'],14,3784,301
44587,['1'],10,3563,310
44589,['2'],18,3580,315
44590,['1'],14,3780,301
44591,['2'],14,3580,315
44592,['1'],14,3783,301
44595,['1'],14,3785,301
44598,['2'],1,3771,313
44600,['1'],14,3490,297
44601,['1'],11,3775,311
44603,['1'],14,3775,311
44604,['1'],12,4582,310
44605,['2'],17,3775,311
44606,['1'],14,3775,311
44607,['1'],14,3557,309
44608,['1'],14,3771,313
44609,['1'],27,3579,315
44610,['2'],12,3780,301
44612,['2'],13,3580,315
44613,['1'],14,3771,313
44614,['1'],14,3780,301
44615,['1'],4,3580,315
44616,['1'],15,3775,311
44617,['6'],14,3784,301
44618,['1'],18,3579,315
44619,['2'],14,3771,313
44620,['2'],12,3775,311
44621,['1'],12,3580,315
44622,['1'],12,3780,301
44623,['4'],2,3771,313
44624,['2'],3,3579,315
44626,['2'],12,3771,313
44627,['1'],4,3580,315
44630,['2'],14,3775,311
44632,['1'],26,3580,315
44634,['1'],12,3775,311
44635,['1'],14,3775,311
44643,['2'],25,3580,315
44644,['1'],12,3772,313
44645,['2'],25,3557,309
44646,['2'],13,3580,315
44647,"['1', '2']",12,3581,315
44655,['2'],14,3771,313
44661,['1'],12,3548,307
44666,['3'],12,3772,313
44668,['4'],17,3581,315
44669,['3'],12,3772,313
44670,['4'],14,3775,311
44673,['1'],12,3772,313
44674,['1'],12,3772,313
44675,['2'],24,3772,313
44676,['4'],25,3771,313
44677,['2'],2,3569,312
44678,['1'],14,3772,313
44679,['1'],12,3772,313
44683,['3'],24,3772,313
44684,['3'],12,3772,313
44686,['4'],1,3772,313
44688,['4'],26,3772,313
44689,['3'],2,3772,313
44694,['4'],26,3772,313
44695,"['1', '2']",1,3771,313
44696,['4'],2,3772,313
44697,['1'],25,3772,313
44698,['3'],12,3772,313
44700,['1'],18,3579,315
44701,['2'],4,3580,315
44702,['1'],4,3580,315
44703,['2'],12,3579,315
44704,['2'],14,3581,315
44705,['2'],14,3580,315
44707,['2'],12,3581,315
44708,['1'],15,3580,315
44710,['2'],15,3579,315
44711,['1'],3,3579,315
44712,['2'],26,3557,309
44713,['1'],18,3581,315
44715,['1'],18,3581,315
44717,['1'],4,3470,294
44718,['1'],14,3579,315
44720,['2'],14,3581,315
44721,['2'],13,3581,315
44723,['4'],13,3581,315
44724,['1'],17,3580,315
44725,['2'],10,3580,315
44726,['3'],25,3580,315
44728,['3'],25,3580,315
44732,"['2', '4']",12,3772,313
44734,['3'],26,3580,315
44736,['2'],23,3557,309
44739,"['1', '2', '3', '4']",2,3772,313
44740,['2'],14,3606,314
44741,"['1', '2', '3']",2,3772,313
44743,['2'],12,3580,315
44744,"['1', '2', '3', '4']",4,3581,315
44746,['1'],12,3579,315
44747,['2'],12,3772,313
44748,['3'],12,3579,315
44749,['3'],4,3579,315
44751,['1'],12,3772,313
44756,['2'],2,3582,316
44758,['2'],12,3582,316
44760,['2'],12,3582,316
44761,['1'],11,3506,299
44763,['4'],11,3506,299
44764,['4'],11,3506,299
44767,['3'],26,3490,297
44771,['1'],2,3557,309
44774,['3'],17,3490,297
44778,['1'],10,3789,300
44779,['3'],11,3771,313
44780,['1'],10,3789,300
44781,['2'],12,3579,315
44782,['3'],18,3789,300
44783,['3'],2,3467,293
44784,['1'],12,3789,300
44785,['4'],12,3453,290
44788,['3'],4,3772,313
44789,['2'],12,3582,316
44791,['3'],12,3804,306
44793,['2'],2,3789,300
44795,['3'],2,3789,300
44796,['2'],2,3789,300
44797,['2'],14,3582,316
44799,['1'],14,3789,300
44801,['3'],12,3582,316
44803,['3'],3,3582,316
44804,['4'],14,3582,316
44806,['2'],14,3772,313
44808,['1'],14,3772,313
44809,['3'],14,3582,316
44811,['2'],3,3772,313
44812,['2'],26,3582,316
44816,['1'],3,3772,313
44817,['1'],12,3581,315
44818,['2'],12,3582,316
44819,['1'],23,3772,313
44820,['1'],13,3772,313
44822,"['1', '4']",14,3772,313
44824,['3'],12,3582,316
44826,"['2', '3']",14,3772,313
44828,['1'],14,3770,313
44838,['2'],12,3771,313
44839,['2'],10,3772,313
44840,['1'],12,3772,313
44841,['1'],12,3494,297
44842,['1'],18,3772,313
44843,['1'],11,3557,309
44844,['1'],11,3772,313
44845,['1'],2,3772,313
44847,['1'],11,3466,293
44848,['1'],12,3579,315
44849,['1'],14,3557,309
44853,['3'],26,3582,316
44855,['1'],24,3772,313
44857,['2'],14,3581,315
44858,['3'],14,3772,313
44861,['1'],14,3492,297
44864,['2'],12,3772,313
44867,['2'],2,3791,302
44870,['1'],26,3791,302
44872,['1'],12,3793,302
44873,['2'],4,3791,302
44875,['1'],12,3793,302
44876,['2'],14,3466,293
44877,['1'],12,3791,302
44878,['1'],14,3772,313
44879,['1'],12,3793,302
44880,['1'],11,3793,302
44881,['1'],14,3582,316
44882,['2'],7,3791,302
44884,"['2', '4']",3,3582,316
44886,['1'],12,3791,302
44888,['1'],12,3793,302
44889,['2'],12,3792,302
44891,['1'],2,3793,302
44892,['3'],12,3792,302
44893,['2'],1,3792,302
44894,['2'],1,3793,302
44898,['1'],3,3792,302
44900,['1'],2,3558,309
44901,['2'],3,3789,300
44903,['2'],14,3793,302
44904,['1'],12,3793,302
44906,['2'],14,3791,302
44908,['1'],12,3582,316
44910,['4'],12,3453,290
44916,['1'],10,3804,306
44917,['4'],27,3804,306
44918,['2'],12,3543,307
44921,['1'],14,3582,316
44923,['3'],14,3582,316
44924,['4'],12,3582,316
44926,['2'],18,3557,309
44927,['1'],12,3564,310
44929,['3'],14,3773,311
44938,['4'],3,3796,325
44949,['3'],10,3490,297
44950,['2'],24,3794,325
44951,"['3', '4']",20,3796,325
44954,['3'],25,3794,325
44957,['1'],12,3794,325
44958,['1'],3,3794,325
44960,['1'],10,3794,325
44965,['1'],12,3794,325
44968,['1'],11,3794,325
44975,['1'],27,3582,316
44976,['1'],18,3582,316
44977,['1'],14,3582,316
44978,['1'],14,3582,316
44980,['1'],18,3582,316
44981,['1'],17,3582,316
44982,['2'],12,3801,306
44983,['1'],24,3582,316
44985,['2'],25,3582,316
44986,"['1', '2']",14,3791,302
44987,"['1', '2']",14,3792,302
44988,['1'],14,3792,302
44989,['3'],2,3582,316
44990,['4'],12,3791,302
44991,['2'],27,3490,297
44992,['4'],4,3791,302
44994,['1'],12,3564,310
44996,['2'],10,3792,302
44998,['2'],14,3494,297
44999,['2'],2,3964,324
45000,['1'],14,3582,316
45001,['4'],12,3791,302
45007,['3'],2,3964,324
45008,['4'],12,3789,300
45011,['2'],18,3772,313
45012,['3'],2,3791,302
45013,['4'],2,3964,324
45014,['3'],2,3964,324
45018,['1'],1,3519,304
45019,['1'],12,3793,302
45020,['1'],2,3796,325
45022,['1'],10,3522,304
45024,['3'],2,3521,304
45030,['3'],25,3791,302
45033,['3'],2,3793,302
45035,['2'],12,3793,302
45036,['3'],3,3523,304
45037,['1'],2,3794,325
45042,['4'],14,3521,304
45046,['2'],12,3796,325
45048,['3'],9,3794,325
45050,['4'],4,3794,325
45056,['1'],2,3796,325
45062,['2'],2,3798,325
45064,['2'],12,3791,302
45066,['2'],12,3793,302
45067,['2'],2,3793,302
45068,['2'],12,3519,304
45070,['1'],16,3796,325
45081,['1'],2,3799,325
45083,"['1', '2', '4']",25,3791,302
45085,"['2', '4']",12,3793,302
45088,['1'],1,3521,304
45090,['1'],11,3521,304
45097,['1'],14,3789,300
45100,"['1', '2']",7,3791,302
45101,['3'],11,3795,325
45103,"['1', '2', '3']",12,3792,302
45108,"['1', '3', '4']",12,3793,302
45109,['3'],14,3522,304
45112,['3'],2,3794,325
45114,['3'],4,3794,325
45115,['3'],17,3520,304
45117,['3'],2,3796,325
45118,['1'],4,3494,297
45121,['2'],2,3795,325
45122,['2'],9,3796,325
45126,['3'],2,3796,325
45131,['3'],14,3794,325
45136,"['1', '3']",11,3519,304
45137,['3'],3,3451,290
45139,"['1', '3', '4']",1,3519,304
45140,['1'],7,3796,325
45143,['1'],12,3794,325
45145,"['1', '2']",11,3519,304
45151,"['1', '2']",14,3521,304
45152,"['1', '4']",14,3521,304
45157,['2'],2,3794,325
45159,['2'],27,3794,325
45164,['1'],14,3792,302
45165,['3'],2,3794,325
45167,['1'],1,3794,325
45168,['2'],9,3791,302
45169,['2'],2,3793,302
45171,['3'],12,3793,302
45180,['1'],2,3789,300
45181,"['1', '2', '3']",26,3548,307
45182,['1'],14,3794,325
45183,['3'],2,3794,325
45187,['1'],17,3519,304
45193,['4'],25,3791,302
45195,['1'],23,3785,301
45198,['1'],2,3519,304
45199,['3'],12,3793,302
45200,['1'],12,3796,325
45203,['4'],14,3521,304
45205,['3'],2,3807,306
45209,['1'],5,3451,290
45214,"['3', '4']",15,3794,325
45221,['3'],18,3808,308
45222,['2'],26,3542,307
45223,['1'],14,3527,305
45228,['1'],25,3527,305
45230,['2'],14,3530,305
45231,['4'],2,3530,305
45235,['2'],12,3519,304
45236,"['1', '3']",2,3781,301
45237,['2'],14,3528,305
45238,['2'],9,3530,305
45240,['3'],12,3530,305
45241,"['1', '2']",3,3794,325
45251,['4'],14,3794,325
45252,['3'],14,3794,325
45254,['4'],14,3796,325
45256,"['1', '3']",12,3794,325
45261,"['3', '4']",12,3794,325
45262,['1'],1,3524,305
45264,['2'],26,3530,305
45267,['3'],2,3519,304
45268,['2'],14,3529,305
45269,['4'],2,3529,305
45271,['1'],26,3524,305
45273,['2'],26,3524,305
45278,['3'],17,3490,297
45284,['1'],15,3528,305
45285,['3'],2,3478,295
45288,['2'],25,3530,305
45293,['3'],25,3490,297
45294,['3'],26,3530,305
45295,['2'],10,3481,295
45296,['4'],12,3524,305
45298,['3'],12,3527,305
45299,['2'],14,3528,305
45302,['1'],26,3530,305
45303,['2'],12,3548,307
45305,['1'],9,3524,305
45306,['2'],14,3529,305
45307,['3'],12,3530,305
45308,['3'],12,3490,297
45309,['3'],27,3492,297
45310,['4'],12,3490,297
45311,['3'],23,3490,297
45312,['2'],23,3491,297
45313,['4'],14,3527,305
45314,['1'],25,3491,297
45317,['3'],10,3557,309
45318,['4'],2,3490,297
45319,['4'],3,3494,297
45322,['1'],12,3462,293
45323,"['2', '3']",12,3527,305
45324,['3'],17,3467,293
45326,"['1', '3', '4']",18,3527,305
45327,"['2', '3']",26,3527,305
45329,"['1', '3']",23,3527,305
45330,['1'],15,3463,293
45331,"['1', '3']",24,3528,305
45333,['3'],9,3463,293
45334,"['1', '3']",24,3527,305
45335,['3'],12,3467,293
45336,['3'],3,3467,293
45337,['2'],9,3530,305
45339,['2'],25,3462,293
45340,['3'],17,3466,293
45341,['2'],10,3467,293
45342,"['1', '2', '3', '4']",2,3527,305
45343,['2'],12,3462,293
45345,"['1', '2', '3', '4']",12,3527,305
45347,['1'],14,3467,293
45350,['1'],12,3470,294
45351,['2'],14,3470,294
45353,['1'],14,3469,294
45354,['1'],26,3484,296
45356,['2'],14,3469,294
45357,['3'],12,3470,294
45358,['3'],14,3470,294
45359,['3'],25,3484,296
45360,['3'],14,3470,294
45362,['1'],14,3470,294
45363,['4'],12,3530,305
45364,['1'],12,3795,325
45365,['1'],14,3470,294
45366,['4'],14,3469,294
45367,['3'],15,3469,294
45368,['1'],14,3470,294
45369,['1'],23,3495,298
45373,['3'],4,3495,298
45374,['4'],1,3530,305
45375,['3'],12,3497,298
45377,['4'],14,3524,305
45379,['3'],4,3495,298
45381,['1'],4,3496,298
45383,['3'],14,3524,305
45384,['2'],24,3527,305
45385,['2'],2,3798,325
45388,['3'],14,3530,305
45391,['1'],3,3794,325
45399,['4'],15,3530,305
45400,['1'],14,3803,306
45401,['2'],12,3495,298
45402,['1'],12,3498,298
45403,['2'],3,3530,305
45405,['1'],12,3495,298
45406,['3'],24,3530,305
45407,['4'],12,3497,298
45408,['1'],12,3495,298
45410,['1'],3,3495,298
45411,['1'],3,3497,298
45413,['1'],3,3530,305
45415,['2'],11,3505,299
45416,['1'],4,3530,305
45417,['4'],12,3506,299
45419,['3'],25,3506,299
45420,['3'],14,3526,305
45421,['1'],3,3506,299
45422,['4'],12,3503,299
45423,['2'],9,3506,299
45424,['3'],12,3506,299
45425,['4'],12,3528,305
45427,['2'],12,3804,306
45428,['2'],14,3796,325
45433,['4'],3,3506,299
45436,['1'],4,3490,297
45437,['1'],1,3502,299
45438,['2'],14,3501,299
45442,['2'],14,3501,299
45445,['2'],3,3501,299
45447,['2'],14,3501,299
45451,['2'],12,3795,325
45454,['1'],14,3796,325
45470,['1'],14,3484,296
45472,['1'],1,3524,305
45473,['2'],2,3530,305
45475,['1'],14,3529,305
45477,['1'],14,3524,305
45480,['1'],14,3529,305
45481,['3'],1,3488,296
45482,['1'],26,3530,305
45483,['2'],12,3796,325
45484,['1'],14,3527,305
45485,['1'],12,3794,325
45486,['1'],14,3530,305
45487,['2'],3,3797,325
45488,['1'],17,3530,305
45489,['4'],14,3794,325
45490,['2'],10,3794,325
45491,['3'],3,3796,325
45492,['1'],1,3795,325
45493,['1'],12,3518,303
45494,['4'],3,3814,308
45495,['4'],15,3796,325
45496,['2'],2,3795,325
45497,['1'],9,3462,293
45498,['1'],2,3796,325
45499,['4'],3,3796,325
45500,['1'],12,3524,305
45501,['1'],26,3527,305
45502,['2'],17,3542,307
45503,['2'],2,3796,325
45504,['2'],2,3813,308
45505,"['1', '3']",14,3524,305
45506,['2'],14,3494,297
45507,"['1', '4']",14,3794,325
45508,['2'],24,3527,305
45509,['2'],14,3524,305
45512,['2'],14,3526,305
45513,['1'],15,3526,305
45532,['1'],18,3795,325
45533,['1'],14,3796,325
45534,['1'],14,3796,325
45535,['1'],14,3794,325
45536,['1'],14,3794,325
45537,['1'],14,3794,325
45538,['1'],14,3780,301
45539,['2'],3,3794,325
45540,['1'],18,3808,308
45542,['1'],4,3794,325
45543,['1'],14,3780,301
45544,"['1', '2']",12,3794,325
45545,['2'],12,3796,325
45548,['1'],9,3796,325
45549,['1'],14,3794,325
45550,['1'],3,3794,325
45551,['2'],3,3781,301
45552,['2'],14,3785,301
45553,['1'],14,3795,325
45554,"['1', '2']",14,3795,325
45555,['1'],14,3782,301
45556,['1'],23,3796,325
45557,['2'],18,3795,325
45558,['3'],14,3796,325
45559,['2'],14,3796,325
45560,['1'],12,3796,325
45561,['2'],27,3796,325
45562,['2'],23,3794,325
45563,['3'],23,3466,293
45564,['1'],12,3794,325
45565,['3'],14,3796,325
45566,['1'],14,3797,325
45567,['4'],1,3780,301
45569,['1'],12,3784,301
45574,['4'],15,3486,296
45580,['4'],12,3789,300
45581,['3'],10,3784,301
45584,['2'],4,3494,297
45586,['1'],2,3556,309
45587,['3'],12,3782,301
45588,['4'],9,3466,293
45589,['4'],12,3559,309
45591,['2'],12,3494,297
45598,['3'],2,3478,295
45600,['2'],1,3467,293
45601,['1'],13,3556,309
45602,['1'],12,3780,301
45603,['3'],3,3454,290
45608,['2'],10,3789,300
45610,['3'],12,3556,309
45612,['3'],12,3561,309
45613,['4'],12,3564,310
45614,['2'],2,3781,301
45619,['4'],1,3789,300
45620,['3'],25,3780,301
45621,['1'],17,3780,301
45624,['3'],12,3563,310
45628,['3'],15,3563,310
45633,['2'],4,3783,301
45636,['1'],4,3581,315
45638,['1'],3,3785,301
45641,['2'],14,3774,311
45642,['1'],9,3784,301
45643,['1'],12,3784,301
45644,['1'],11,3784,301
45646,['2'],26,3780,301
45648,['1'],13,3773,311
45654,['3'],5,3773,311
45661,['2'],14,3780,301
45662,['4'],18,3773,311
45663,['2'],14,3557,309
45664,['1'],17,3780,301
45667,['3'],2,3787,301
45668,['2'],26,3570,312
45672,['1'],14,3606,314
45680,['3'],17,3786,301
45681,['3'],10,3780,301
45686,['3'],11,3780,301
45687,['3'],17,3780,301
45689,['3'],9,3782,301
45691,['3'],18,3561,309
45693,['4'],24,3518,303
45694,['2'],26,3780,301
45696,['3'],25,3780,301
45697,['1'],17,3594,318
45702,['3'],14,3771,313
45703,['2'],26,3770,313
45720,['3'],2,3774,311
45722,['2'],10,3781,301
45723,['1'],14,3772,313
45727,['3'],17,3780,301
45728,['1'],25,3772,313
45730,['3'],13,3772,313
45731,['2'],4,3782,301
45735,['4'],26,3592,318
45740,['4'],11,3452,290
45741,['2'],26,3492,297
45745,['3'],17,3606,314
45748,['2'],26,3786,301
45749,['1'],6,3462,293
45752,['1'],9,3592,318
45753,['3'],12,3782,301
45757,['3'],16,3782,301
45764,['4'],23,3594,318
45769,['1'],17,3607,314
45777,"['2', '3']",17,3463,293
45778,"['2', '3']",17,3780,301
45779,['3'],14,3594,318
45782,"['1', '2']",12,3783,301
45783,"['1', '2']",26,3785,301
45785,"['2', '3']",12,3785,301
45786,['1'],14,3594,318
45789,['2'],25,3594,318
45793,['3'],4,3594,318
45797,['1'],10,3590,318
45799,['2'],2,3595,318
45813,['2'],2,3595,318
45816,['2'],24,3582,316
45823,"['2', '3']",11,3590,318
45826,"['1', '3']",26,3780,301
45827,"['3', '4']",12,3780,301
45838,"['2', '3']",12,3780,301
45849,['3'],18,3585,317
45850,"['2', '3']",17,3490,297
45851,['2'],12,3583,317
45856,['2'],14,3583,317
45858,['1'],14,3587,317
45864,['1'],14,3462,293
45865,['4'],12,3794,325
45866,['2'],14,3794,325
45868,['2'],27,3780,301
45870,['2'],18,3780,301
45872,['1'],27,3780,301
45875,['4'],17,3780,301
45879,['3'],14,3494,297
45883,['2'],26,3804,306
45884,['3'],14,3802,306
45889,['3'],14,3494,297
45893,['2'],2,3797,325
45895,['1'],23,3800,306
45897,['2'],11,3801,306
45898,['3'],26,3800,306
45901,['2'],23,3801,306
45903,['3'],25,3800,306
45905,['2'],26,3780,301
45907,['3'],12,3810,308
45908,['3'],12,3808,308
45909,['3'],2,3812,308
45910,['1'],14,3811,308
45912,['1'],26,3781,301
45913,['1'],12,3810,308
45914,['4'],26,3786,301
45915,['2'],17,3813,308
45916,['1'],3,3785,301
45918,['4'],23,3780,301
45919,['1'],24,3785,301
45920,['1'],14,3786,301
45921,['3'],14,3786,301
45923,['1'],26,3786,301
45925,['1'],23,3781,301
45926,['4'],18,3789,300
45928,['1'],10,3782,301
45930,['1'],12,3781,301
45938,['1'],15,3789,300
45939,['2'],12,3781,301
45940,['3'],12,3964,324
45941,['1'],26,3963,324
45943,['1'],2,3803,306
45944,['2'],12,3592,318
45945,['3'],22,3964,324
45946,['3'],26,3964,324
45948,['1'],12,3963,324
45970,['1'],17,3964,324
45971,['3'],12,3964,324
45974,['3'],12,3808,308
45975,['4'],8,3964,324
45977,['1'],12,3812,308
45982,['3'],15,3964,324
45983,['4'],14,3964,324
45985,['1'],12,3964,324
45988,['3'],12,3595,318
45995,['1'],2,3808,308
46001,"['2', '3']",12,3810,308
46008,['2'],16,3548,307
46009,['3'],12,3544,307
46010,['1'],12,3545,307
46011,['4'],14,3964,324
46013,['2'],12,3547,307
46019,['3'],12,3964,324
46024,['3'],17,3770,313
46026,['1'],12,3543,307
46028,['2'],14,3547,307
46031,['1'],17,3781,301
46051,['2'],13,3521,304
46054,['1'],5,3592,318
46060,['4'],14,3519,304
46061,['3'],17,3527,305
46063,['2'],12,3789,300
46064,['1'],26,3784,301
46066,['4'],14,3519,304
46067,['3'],10,3789,300
46068,['3'],18,3527,305
46073,['4'],10,3524,305
46075,['3'],26,3527,305
46076,['1'],14,3595,318
46077,['2'],17,3784,301
46081,['3'],26,3527,305
46083,['1'],2,3592,318
46087,['1'],14,3594,318
46098,['2'],2,3590,318
46099,['2'],14,3590,318
46100,['2'],14,3592,318
46103,['3'],3,3792,302
46106,['3'],12,3585,317
46107,['1'],11,3594,318
46108,['1'],15,3594,318
46109,['4'],23,3803,306
46110,['3'],12,3807,306
46112,['2'],17,3804,306
46113,['3'],2,3789,300
46114,['2'],23,3794,325
46118,['1'],9,3800,306
46122,['2'],14,3592,318
46125,['4'],2,3518,303
46135,['4'],14,3594,318
46137,['3'],14,3962,324
46138,['2'],14,3592,318
46141,['1'],14,3592,318
46144,['1'],1,3594,318
46145,['2'],2,3592,318
46146,['1'],14,3590,318
46148,['3'],15,3580,315
46149,['4'],27,3592,318
46152,['1'],1,3592,318
46153,['1'],2,3579,315
46159,['2'],12,3579,315
46168,['2'],25,3594,318
46172,['1'],2,3594,318
46174,['1'],3,3594,318
46175,['1'],12,3594,318
46177,['1'],14,3592,318
46186,['1'],11,3783,301
46193,['2'],23,3782,301
46195,['4'],3,3782,301
46199,['2'],12,3785,301
46200,['2'],1,3780,301
46201,['1'],17,3490,297
46203,['1'],22,3780,301
46205,['2'],9,3782,301
46208,['4'],17,3780,301
46212,['3'],9,3592,318
46214,['1'],3,3782,301
46216,['4'],3,3781,301
46218,['1'],12,3780,301
46222,['3'],2,3785,301
46225,['3'],11,3781,301
46228,['2'],3,3784,301
46233,['2'],2,3466,293
46235,['2'],12,3781,301
46270,['2'],14,3563,310
46299,['4'],12,3645,227
46318,['2'],14,3728,249
46319,['2'],5,3590,318
46321,['1'],14,3592,318
46323,['2'],13,3650,227
46325,['1'],2,3590,318
46336,['4'],2,3594,318
46346,['2'],2,3798,325
46351,['1'],2,3801,306
46363,['4'],12,3964,324
46382,['2'],3,3594,318
46388,['4'],2,3592,318
46392,['3'],17,3594,318
46396,['1'],3,3594,318
46400,['3'],26,3964,324
46402,['1'],12,3963,324
46403,['2'],14,3594,318
46404,"['1', '2']",24,3592,318
46405,['2'],14,3594,318
46406,['2'],14,3594,318
46407,['2'],14,3594,318
46513,['3'],8,3653,228
46515,['2'],3,3651,228
46517,['1'],9,3651,228
46521,['3'],9,4583,228
46529,['1'],27,3651,228
56247,['3'],5,3848,333
56251,['3'],7,3931,352
56258,['1'],12,3900,345
56259,['3'],3,3864,336
56260,['3'],10,3864,336
56266,['3'],14,3727,248
56267,['2'],12,3637,224
56269,['1'],26,3666,230
56274,['2'],20,3631,245
56275,['1'],12,3712,240
56506,['2'],11,3631,245
56507,['1'],10,3631,245
56511,['1'],2,3631,245
56512,['1'],7,3631,245
56513,['1'],10,3631,245
56514,['3'],20,3631,245
56523,['1'],1,3632,245
56529,['3'],22,3633,245
56530,['1'],25,3633,245
56531,['3'],9,3633,245
56533,['3'],10,3633,245
56534,['2'],13,3633,245
56535,['1'],1,3633,245
56536,['4'],19,3631,245
56538,['1'],2,3631,245
56539,['2'],23,3632,245
56540,['4'],4,3726,248
56541,['1'],15,3633,245
56542,['1'],2,3633,245
56543,"['1', '3']",23,3631,245
56545,['4'],2,3633,245
56546,['2'],10,3632,245
56551,['3'],3,3619,242
56552,['1'],1,3619,242
56557,"['2', '4']",18,3743,253
56558,['1'],1,3745,253
56571,['3'],13,3650,227
56572,['1'],26,3651,228
56585,['3'],2,3642,226
56591,['4'],22,3648,227
56592,['2'],17,3661,229
56594,['4'],10,3740,252
56595,['2'],1,3732,249
56605,['3'],26,3666,230
56608,['3'],27,3647,227
56613,['3'],13,3733,249
56658,['3'],9,3680,232
56674,['3'],26,3695,235
56676,['4'],24,3683,232
56677,['2'],12,3748,255
56679,['1'],11,4583,228
56681,['2'],12,3653,228
56684,['4'],26,3667,230
56687,['1'],17,3689,233
56695,['3'],19,3749,255
56701,['1'],1,3727,248
56707,['1'],2,3653,228
56712,['3'],2,3760,257
56714,['1'],22,3758,256
56721,"['1', '3', '4']",10,3752,256
56729,['2'],19,3702,237
56734,['1'],23,3701,237
56735,['1'],23,3705,238
56739,['4'],18,3666,230
